% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
55.20000000000001,16.98,3196.6800000000003,542.6943333333334,396.28399999999993,10.158366666666666,1.6680700000000002,249.79633333333334,250.27566666666667,248.668,295.096,306.4,250.4476666666667,250.547,464.97866666666664,490.4503333333334,443.465,442.85633333333334,438.7823333333333,452.2483333333333,466.3006666666667,67.06,1.11
55.20000000000001,16.98,3213.6733333333336,540.6493333333334,397.9493333333333,10.1566,1.6649733333333334,249.53600000000003,250.75200000000004,250.96833333333333,295.096,306.4,250.23566666666667,249.80700000000002,445.00100000000003,362.89466666666675,442.7483333333333,471.0453333333333,445.23966666666666,443.6306666666666,426.9216666666666,67.06,1.11
55.20000000000001,16.98,3180.08,535.9293333333334,397.305,10.1548,1.661876666666667,249.57600000000002,250.27966666666666,251.00133333333335,295.096,306.4,250.63466666666667,249.68666666666664,443.57466666666664,478.9163333333333,432.7793333333334,437.40166666666664,441.76099999999997,490.82466666666664,478.0466666666666,67.06,1.11
55.20000000000001,16.98,3196.713333333333,535.102,397.01066666666674,10.153066666666666,1.65878,249.3803333333333,248.7993333333333,250.24133333333336,295.096,306.4,249.928,249.92633333333333,440.73133333333334,488.99399999999997,452.46133333333336,439.5726666666667,434.0273333333333,457.0836666666667,458.8156666666667,67.06,1.11
55.20000000000001,16.98,3111.7233333333334,532.735,395.26366666666667,10.1513,1.65568,249.42666666666665,252.20966666666666,249.24333333333334,295.096,306.4,250.19566666666665,249.97566666666668,445.8516666666667,418.85999999999996,462.93666666666667,454.9483333333333,453.57166666666666,446.83166666666665,426.59999999999997,67.06,1.11
55.20000000000001,16.98,2864.5499999999997,527.8523333333333,395.55699999999996,10.149499999999998,1.6525800000000002,249.17,249.38966666666667,248.87699999999998,295.096,306.4,250.0856666666667,248.69366666666664,473.12833333333333,435.09499999999997,464.3766666666667,445.24666666666667,462.105,470.3566666666666,476.535,67.06,1.11
55.20000000000001,16.98,2809.896666666666,517.68,399.512,10.147799999999998,1.6494833333333332,249.60933333333332,250.67100000000002,251.03733333333335,295.096,306.4,249.82900000000004,249.463,447.7703333333333,452.465,445.94000000000005,447.4633333333333,451.3633333333334,440.3033333333333,462.095,67.06,1.11
55.20000000000001,16.98,2846.0266666666666,520.6296666666667,401.0253333333333,10.146,1.6463766666666666,249.42633333333333,251.36733333333333,251.184,295.096,306.4,249.9756666666667,250.01233333333334,439.012,506.085,435.41833333333335,443.68499999999995,435.48333333333335,458.7833333333333,429.91333333333336,67.06,1.11
55.20000000000001,16.98,2877.93,520.4263333333333,403.90599999999995,10.145933333333334,1.6432766666666667,249.49966666666668,250.96433333333334,248.51066666666668,295.096,306.4,250.232,250.41499999999996,454.1933333333333,416.77833333333336,443.69,462.7583333333334,460.4533333333334,443.94,448.02666666666664,67.06,1.11
55.20000000000001,16.98,3025.3933333333334,517.5780000000001,403.71133333333336,10.1515,1.6401733333333333,249.35300000000004,248.43733333333333,250.891,295.096,306.4,250.12233333333336,249.82899999999998,446.10200000000003,421.5,449.53666666666663,450.97499999999997,468.6233333333333,463.35666666666674,488.95,67.06,1.11
55.20000000000001,16.98,3174.4799999999996,515.5436666666667,403.2226666666667,10.1576,1.6370666666666667,249.09666666666666,249.82899999999998,251.11066666666667,295.096,306.4,250.30533333333332,250.41466666666665,453.943,425.2766666666667,451.785,422.91499999999996,425.1116666666667,429.1916666666666,456.21333333333337,67.06,1.11
55.20000000000001,16.98,1608.3183333333334,509.5420000000001,400.78133333333335,10.1636,1.6339666666666668,249.60966666666664,248.10799999999998,248.47400000000002,295.096,306.4,250.37800000000001,249.463,451.1066666666666,438.305,454.8416666666667,434.5683333333333,397.66333333333336,445.52833333333336,399.9333333333334,67.06,1.11
